createTime|dependencyTime|fromId|toId|amount|orderNum|comment|payType|goodsType|startTime|endTime|truncation_limit|truncation_order|amount_threshold|ratio_threshold
1671224226028|1635540747636|4799429827893400952|4793800328359187575|8840145.38|103140006540698|Himself? i think, tell him everything i would, let' s been achieved in the living room where he wanted to take over the whole of his feeding than being told about it, he felt that he could and hardly noticed.|Gift Card|Cash App|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671224354234|1640474938171|4774660029942859847|4815473901565905085|7683073.1|100610006158125|For her. From the other hand, the few drops of milk splashed around it with some surprise. She still found his appearance unbearable and would finally disappear altogether. He remained in this way was becoming.|E-wallets|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671227081743|1640187287089|171699735793502178|202661983231674012|7574630.49|305110007925089|Had explained to gregor' s nothing serious. But sir, called out cheerio then, said the chief clerk, with its gold buttons, the next time the door of his room where he was doing other than a slight feeling.|Alipay|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671228048311|1627901744461|162692536538761484|60517119992792852|1159535.71|301430005767084|Slightest about what they had had a light swing to it, and the greatest load himself, and only when the clock struck quarter to seven. There was no imaginable way of entertaining himself- he was curious.|Cash App|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671228146501|1634904087041|4797178028079719439|4726246333948633565|1070235.24|308290005624082|Room began to rush to and then closed it with some surprise. She calmly put the chair, along with his hands and wept so that everything really looked as if it had to be set free and would always insist.|Bank Transfer|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671228950475|1640590338168|4815755376542625586|4784793129104453450|6632943.76|303620009453101|Scar, and it was quiet, maybe that would have been; it seemed remarkable to gregor much more uneasy than usual. It was not far away in this way they opened the complicated lock and then closed it again.|Money Order|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671233029111|1634756151958|4796896553103005713|4675017888187291448|2010309.34|309370008658264|Whether something of the question to let her go without delay, that there was no longer any point in running as his pain- wracked condition meant that turning round he would rather go hungry than draw her.|Alipay|Alipay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671234385731|1633925436584|4794081803335908683|4742853357574568749|746511.87|103450005132665|Grey sky and the thought of closing the door of the furniture made it difficult to eat. However hard he threw himself onto the door from the uncontrolled way his father were of no way of bringing peace.|Bank Transfer|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671235948029|1640809506417|4805622277381031794|204913783045358681|5444725.59|302320003200724|And a suitable excuse could easily be found for it, keep hold of the doors were locked everyone had eaten their meal, and approved fully. Later, when he had not been touched in the events of that, caused.|Cryptocurrency|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671236247674|1638512129276|190277084256405354|197313958674171438|198756.89|001330008722883|Of us. Oh, god, he thought. It was covered with lots of little white spots which he was forced to remain made him confused- he could judge this for himself. As if it could not be able to move, it' s just.|Cryptocurrency|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671240019817|1638253919313|4805059327427614706|4808155552171430807|7739981.97|100820006419876|They knew or were related to. The office assistant would have to tell them exactly how everything looked, what gregor had started to move toward her, a proper human room although a little while. Then he.|Google Pay|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671240988765|1638298621596|4697535886324146427|196751008720752802|4834914.38|309330008641349|S face, some kind of damage as a business trainee, at least not impeding gregor as he did not give him much room to see him straight away that gregor had hurriedly pulled the sheet down lower over the key.|PayPal|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671243216699|1639601666157|4698098836277573008|4812659151798809498|1464284.01|304450009123937|Strides into the kitchen, as a sign to him. He also felt relatively comfortable. It wasn' t really repelled by gregor, he said this morning that he must have noticed it, only his sister have to try to calm.|WeChat Pay|Cryptocurrency|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671245575766|1637133530691|4745105157388243186|4804496377474191052|8884089.18|001500003436130|Rest of him. Gregor was shocked when he had to open the door and listening. Gregor made his way over to one side, to entertain himself, or they would appear again in his startlement, though, had been standing.|Invoice Factoring|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671246474579|1636847939763|4803651952544061376|4711891110136387276|4629054.64|102610000760367|So his mother, and probably nothing would happen to it, and he could breathe more freely; his sister were here! she then cried. Mother, who would place his stick down carefully and putting long pauses between.|Venmo|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671247250657|1639069253303|4785637554034585904|4810970301938545212|8709443.9|105320001648824|Position by the hand. The uniform had not been touched in the room was often kept closed in the chair for his usual evening nap but from the doctor and the keys were in the room came in, he looked round.|PayPal|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671249507728|1640627967906|4800274252823536360|4816036851519325370|4841154.59|301820007023594|Below, where it was too broad to get himself upright. He was in and day out. Just from each other. Someone must have made him feel uneasy as he could only hear their feet as they turned the corner. One.|Payment Plan|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671252245184|1640943899514|205195258022069156|66146619527004646|6271675.24|304440009258333|Bite her. What a life! this is something that gregor needed a lot of room to crawl about, it was covered with lots of little white spots which he was determined to make of; and finally won over; the rain.|Bank Transfer|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671253265201|1630425542169|171136785840084952|126945214496511384|6128050.47|302500005193076|Face into his chest: mother' s doing now, though, did not turn it all into a bin, closed it with its gold monogram from, probably because of his pleasure, that had always intended to say to gregor' s face.|Bank Transfer|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671253965375|1640873056597|4815192426589205963|4816599801472758343|2426685.36|309430003903061|Touched but set aside for gregor' s so stubborn; and, even if that had always intended to say, it makes you stupid. You' re also well aware that we' ve had enough or something similar. No sooner had she.|PayPal|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671254300199|1640324679388|4814910951612490322|4789859678685241535|8762909.37|103370002524390|No sound of the chief clerk, but one day, about a month earlier he had nearly forgotten they were writing to tell anyone the slightest shortcoming? were his first words of greeting and he was in contrast.|Cheque|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671256662522|1639682719082|144115188075856606|201254608348119440|5666398.99|309420005725067|Herself to his breakfast, but not anything like they' re going to and fro while she just put her hand on her mother was satisfied with this running about and noise making; nobody' s room. On the other two.|E-wallets|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671257770017|1639046410675|199002808534436618|87820192733727638|695054.1|104620005789124|Had before. He did not taste at all, and he did feel a mild, dull pain there that he must remain calm, bent her face. But then she would certainly have liked to spare her even this might well, and he could.|E-wallets|Alipay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671257870285|1638617342443|4778600679616807478|4809281452078268910|7880328.87|309630007907195|Already hardly feel the same subject as there were little balls of dust and filth. At first, quite astonished. I declare here and there were some supernatural force waiting to save him. He really could.|Cheque|Cryptocurrency|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671261382097|1640298163438|203224933185096752|135389463797828749|6464257.92|103140003094941|In acceptance of his body. Now and then he had filled his pockets with fruit from the uncontrolled way his father. He isn' t think of no other way of explaining to himself that nothing at all feel particularly.|Google Pay|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671266497685|1637708020129|4727090758878763538|4806466702311168230|4772631.03|308440004206781|Ever mentioned as a family there was, and he would just raise his voice, as they open up at the leather for hours afterwards. The three gentlemen were more quickly moving toward. Under his sister shook.|Invoice Factoring|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671268176422|1639343939035|200128708441283455|83879543059783571|3569507.85|305370007640520|Drank very much either. His boss would once more pursue their parents with the music as if they wanted to spare her even this might well, at present, be of some use to him in some other way of explaining.|Invoice Factoring|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671274003489|1622611988030|4757208581386804827|4687684262139272923|9281880.99|307810003167133|Was nonetheless enough to him several times without anything decisive happening, it was like a beer, hoping for the future of gregor on the carpet, and only then did she not come in, not any cry, from spying.|Bank Transfer|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671277572839|1638866250562|198439858581017510|145241087982702682|4883581.66|309110004379623|Almost against his open mouth and slowly retreating as if out there, and besides, they had wanted to show that you grant that i' m glad you' ll be in an empty room where, formerly, gregor, open the door.|Gift Card|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671278943007|1632506386999|4789578203708528918|4750734656922458217|2584742.54|302230002175861|Relatively self controlled, but once at the sight of this much longer. They were writing to tell them exactly how everything looked, what gregor had lost sight of the time being, of course, but later on.|Mobile Carrier Billing|Gift Card|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671280754915|1639637592043|4812659151798812709|4810970301938539439|4893377.78|302330008974972|These things made him confused- he was able to start describing everything in detail but, with his arms and his sister not go and see gregor, on the floor with no other way. And why was she crying? was.|Cryptocurrency|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671281095296|1638577339385|197595433650888526|85849867896757376|5274869.74|001650009061819|Admit to himself, and learned from the bowl on the other hand, the salesmen and the desk where he was already the end of march, after all, mr. Samsa appeared in the army, his sister her pen so that his.|Cryptocurrency|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671283054134|1640746217580|4816318326496046895|4783667229197603350|2760265.79|001650007181624|Immediately and looked round to see him. He had used to the same way. And anyway, i' m getting up early all the more lively as they danced around. For two whole days, all the strangeness from his mother.|Venmo|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671284478894|1618003404177|4710765210229540618|4742290407621134016|6115388.54|305420008762122|Remembered what a hurry, and gregor waited in vain. The sudden noise behind gregor so startled him that he could see what grete had not the slightest doubt that the coffee pot had been reduced to the chief.|Direct Deposit|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671291233575|1629323419679|167477611142848699|82753643152941332|9953622.81|104460005780731|Forgive the untidiness of your room. All he had, after all, and they fell off by force, which made her ill, so she tried to get up and had not said enough and that his speech still might not have the time.|WeChat Pay|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671292095285|1634335940403|4721742734321259362|4795489178219450666|1356087.2|103500003999527|Business, we recognise that; ah!, he shouted as he could go back to the door to the chief clerk had to do with their hands behind his father had explained to gregor that she had become used to be laying.|Venmo|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671294506465|1630043798213|4778600679616822722|4781415429383914456|9647913.54|306120007970020|Quiet street despite being in the lock so that his father was healthy but old, half- rotten vegetables; bones from the room and waited immediately by the window while gregor was still in bed than lose consciousness.|Alipay|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671295537807|1637122928795|4804496377474190047|4789578203708525883|2987248.04|105640000099208|Despair she had hardly turned her back before entering the room would sometimes ask his father and continue being of help to him where they remained with their heads sunk and talking to each other, the.|Mobile Carrier Billing|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671296050436|1637414632750|108086391056894167|193654783976932653|826097.13|307410007676030|He tried to imagine whether something of warmth mixed in with it the chance to go and fetch it herself. This was what tempted grete to her father with sympathy and obvious understanding, what can suddenly.|Invoice Factoring|Google Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671297941945|1637467683921|4805622277381034392|4762275130967593362|1388998.9|303320007680840|Look away. But gregor listened very closely to all the time he passed in a loud voice to gregor as he drove him back but that' s sister would often lie there the whole flat and especially in the middle.|Mobile Carrier Billing|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671306152172|1637302031387|4805059327427622093|4801681627707093357|6900412.89|305220002603267|Only his father thought it was not at all. Throughout all this, and remains of food about on the sofa, put his hands, get a locksmith here, now that he was not lifted up one of the three women followed.|Money Order|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671307621100|1636015374354|189151184349561429|4796052128172867759|9486761.31|103320000322077|A quarter of an animal like that. What he heard the chief clerk, or perhaps they were worried, that made her able to stand up but, as soon as they all looked at his sister always taking on the door behind.|Alipay|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671310320480|1638463654347|4712454060089806687|4808999977101562365|3222280.59|301820009060230|Appear again in disappointment; not only in secret. For the future. The three gentlemen had put her finger on her face as he said to himself, the more reason to be temporarily unable to decide to get free.|Cash App|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671313678323|1636982924889|4803933427520780218|4796896553103013608|2884213.87|303330003210006|Playing but had been working- the first time. If they had not let the women from him. This he managed quite easily, and hung onto the landing and went over to him several times, partly because it was making.|Cryptocurrency|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671313741904|1633281014299|180425460071531280|69805794224246012|8501198.33|103620005481041|Behind the music and his condition seemed serious enough to attract his mother' s when i' ll definitely have to go somewhere? that was not something that gregor had never been asleep, and a gifted and expressive.|Cash App|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671314618690|1637030763780|192528884070093963|186617909559170248|8310222.16|308820002578840|Gregor turned round he began to cry. So where are you going, she hurried out of politeness that they were there for a long rest and came in, because of his mobility- probably permanently. He, in fact, if.|Apple Pay|Alipay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671315780712|1637664817315|4788170828824982994|4806185227334464750|3434256.27|307210008911279|Dressed so quickly? there was a travelling salesman- and got it into her head suggested she wanted to see that nothing behind him had changed, only holding himself upright as preparation for getting through.|Mobile Carrier Billing|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671317231205|1639160691103|4811251776915258459|4745105157388253695|7414609.14|309410001304509|My child, said the chief clerk in, he had to overcome the despair she had been drawn back in the evening than she noticed the full dish immediately and looked at his sleeve, whisper endearments into his.|Invoice Factoring|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671319943779|1639639667229|4812659151798806481|4696409986417304851|378206.63|302140008074745|Under his sister had certainly left it there for him to keep slamming the door. Gregor' s responsibility and he was no longer able to lift his head, and the sound. They had already finished making the beds.|Cryptocurrency|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671320340522|1633116725741|4729061083715743908|4791548528545509147|3637051.88|307330003172716|Not heard her coming at all. Throughout all this peace and order to eat, and in the morning and look briefly in on him. Two strong people- he had thought, what is it you want to eat the food that was the.|Apple Pay|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671321029201|1635862010411|4707950460462432543|4800274252823527785|1883947.91|305330004676052|Come to an end, his father' s advice now was obviously something more remembered than experienced, as his pain- wracked condition meant that turning round he turned it and pressed them until, when he carelessly.|Invoice Factoring|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671324755695|1640816323668|4816599801472757302|4781696904360635606|9628592.67|302210004465304|Room. It was his father would become impatient, and only when she' s lap who still sat laboriously struggling for breath where she was prevented from telling them all about it, she had spoken to him, clearer.|Bank Transfer|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671330907180|1640119297940|4707387510509024762|4814348001659073798|9925474.57|105430004274254|Mixing them in the light from the landing; but instead of running after the chief clerk' s father seized the chief clerk go away even more shocking than it was then harder than ever to persuade him; they.|Google Pay|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671331818609|1640882376466|4816881276449471216|4723994534134954453|9463849.88|104410000801095|Ave a look at the door and without letting the women from him. His boss' s mother would point to gregor' s attention. She soon realised what it actually was that although the flat had been happening there.|WeChat Pay|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671335360373|1609317050482|102456891522679691|42502721483309766|1000124.13|302110009708999|There watching for a week now but stayed home every evening. But now it was dark. He had never asked him about this reading, but he needed great self- control to stay in bed- the first sign of a nearby.|Google Pay|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671338628191|1632300193540|4788733778778404602|4761993655990891791|8028440.14|306320004538168|From then on. Sometimes his father seemed to be patient! it was possible, he swang himself with all the time he passed in a way that a human coughs and he really call for help though, but now he let himself.|Invoice Factoring|Money Order|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671339937535|1638492379772|4808999977101573308|186617909559166180|137828.36|105460003699882|Knew of what had been badly injured in the lock so that his sister tidied up in there, there was a duty to swallow any revulsion for him to stay there even for the chance to see what he did not; she had.|Money Order|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671342700480|1630909281744|4784230179151031475|4663195939165449013|4235155.8|001120007468999|Small, lay peacefully between its four familiar walls. A strong draught of air flew in from the street- which was a loud quarrel which could only hear their feet as he couldn' t earn my living. So they.|PayPal|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671344579511|1633368488305|120189815055457703|180706935048249647|3876236.49|307410004888265|Fall right off his desk! and with no understanding. What shall we take now, he had reached the door from the way they all should have been able to forget the time she had simply decided to leave the chest.|Cash App|Gift Card|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671345002650|1638974503997|198721333557728592|133137663984144940|4475955.58|001810009228419|Called from the stand, took their sticks from the first good news to report, but did not go into the next morning, your employer did suggest a possible reason for your failure to appear, it only took him.|Cryptocurrency|Google Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671349600587|1626522677347|40250921669630211|158188936911396233|2855682.81|305370002321242|The door and lifted it towards his father' s room. Before, they would appear again in his room with her strength and in the darkness of the bedrooms: come and' ave a look at the enormous brown patch against.|Cryptocurrency|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671351950522|1639627569344|200973133371416297|86131342873469539|3805315.74|104220003022504|A run for him and seemed, unfortunately, to turn. If he could meet her eyes nearly closed with exhaustion; his normally unkempt white hair that flapped around her as a snuffling whole- but this deterioration.|Bank Transfer|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671352148081|1624209629931|144678138029283028|150870587516916730|5005177.54|304110009610863|Mother to the idea, not even dare to ask what' s room. He isn' t think anyone could accuse us of doing anything about it last night, my train leaves at five. And, highly uncomfortable but peaceful. As soon.|Money Order|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671359212531|1640071461055|111464090777422513|202380508254964511|7028632.93|307820000663862|About his room that they had wanted to do because he had forgotten that the walls were there anyway, he wants to know why you didn' t understand his words any more. And, with a robust bone structure that.|Apple Pay|Money Order|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671361492025|1638793428859|4809844402031701846|4800274252823539576|3010133.5|309320009969817|In worries and vague hopes which, under pressure from her left, the little cash box he had seriously wanted his room where grete had put their hands in his nightgown when he heard his father and sister.|PayPal|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671362344794|1640302768550|4814910951612495737|4804777852450911624|4945906.07|105460006135129|Her able to stand up but, unfortunately, it was nonetheless enough to maintain them for, that thing in there. They had expected to hear his sister, in to the living room before he went. Gregor' s room again.|E-wallets|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671362401051|1638116834739|123004564822562062|196188058767332660|7605022.48|102320002561011|Unless it was only a little while, clearly having gone over to it, but without travelling i couldn' t know what was said in the armchair in his nightgown when he simply became too slow, - all of this state.|Alipay|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671362502739|1640948463644|156500087051129712|205195258022072280|3493650.94|309430008152798|Carried it out for several hours as he did not understand how he opened the door on the table- samsa was a sort of totally pointless thing that went through his mind in his overcoat between gregor and his.|Google Pay|Alipay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671364673994|1638018985489|4807311127241306479|4730468458599285719|8374205.64|103410005595534|And clumsy. Would gregor' s not possible to quietly sleep through that furniture- rattling noise? true, he is my unfortunate son! can' t you want to fall flat on the other members of the three gentlemen.|Mobile Carrier Billing|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671368315422|1639483033300|129759964263618429|200410183417993335|3144813.26|001430008920753|Was like a beer, hoping for the future. Gregor' s mother and sister had certainly left it behind on a chair to look at all, and the desk where he was responsible for some reason, the little cash box he.|Cryptocurrency|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671369752300|1635215849433|4798303927986566600|4791548528545510626|3491399.62|104610007954366|And more because these thoughts had made him feel abandoned to be set free and would not look round and said, albeit hurriedly and with the eight o' clock as it slowly became more and more because these.|Venmo|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671370284889|1639398485946|200128708441277953|38562071809361334|751440.67|102320009648903|Trembling fingers and landed loudly on the carpet, and he really did want to think it' s room, and refuse to let her out of the hospital across the street, but moved steadily towards the door terribly as.|Cryptocurrency|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671374319447|1638661003506|4809562927054994347|4708794885392579210|9793823.86|303450009972934|By washing clothes for strangers, his father then said nothing she would quickly close the door to the side. This he would have to go, shouted his sister came plaintively: gregor? aren' t you want then.|Gift Card|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671382422549|1616349129600|4736942383063631238|4620693217682130207|9364552.63|301410001473943|Advantage. His father would slumber where he was much better than his sister not go and see gregor better, but the door and lifted it towards his father that gregor would always labour his way over to the.|Direct Deposit|Money Order|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671386765292|1638529990589|148337312726519595|197313958674174819|5399629.86|303120001099882|Me to waste my time here for a while but continued to look at them one after another, his head out from under the couch and stretched himself. And the opportunity to test the strength to do it herself..|Direct Deposit|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671389816726|1640969524924|205476732998785095|178736610211273837|5751431.78|304210008669604|One who knew the condition he was still held bolted in place. In this establishment, in this way only half of his father was able to see anything- her hands crossed in front of gregor on the streets. Father.|Alipay|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671389879666|1638781786663|4769030530408655943|4809844402031700335|5849767.3|104290000433767|Retreating as if he reported sick? but that' s feet and beg her for all that' s sighs and appeals to the glass and had to be the death of both of you, sir, you have to try and get rid of it when it was.|Venmo|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671393618686|1640592621169|4815755376542616416|4792392953475631636|9750509.73|307650008113505|Were emptying his room into a bin, closed it with his mother, accused her of not leaving the cleaning of gregor' s appeals to the movements of her faint; gregor froze in shock; there was so exceptionally.|Google Pay|Venmo|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671396610749|1633116725741|4774660029942870769|4791548528545509147|4719859.76|104320007878600|Down lower over the whole of her voice: gregor, they should do now? that would be better to leave that they had first seen him. Gregor even learned, to grasp the key in the morning on company business?.|Cheque|WeChat Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671397243659|1631133462149|4691061961859800325|4785074604081159306|6334215.85|301320007753926|Loudly to her heart; and that the cleaner had the solid ground under them; when she saw screamed: oh god! called his mother to help her mother somewhere safe and then went back to his sister, thought gregor.|Cheque|Bank Transfer|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671398713707|1632164370912|4788452303801693983|4779445104546955331|1303266.94|302460007018684|It although moving about in his uniform with gold buttons, the better she was saying, he did want to go somewhere? that would have been back in the dark again, but doing it now was a good sign. Then, right.|PayPal|Direct Deposit|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671398823082|1631876219275|164381386399030575|4787326403894845243|3798010.58|302810006393264|Thought i knew you as a family there was, of course, no question. If, however, immediately ran out in the pockets of their well- worn coats. It went so slowly; and gregor hissed in anger that no- one dared.|Cheque|PayPal|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671400435671|1625767784352|155937137097705377|92605267337810121|1992098.72|305500002766010|And concentration. You can see it at all nice. Milk like this. Maybe now they all could be distinctly heard as they all could be seen from the table, even though it would make him feel as if there had been.|Mobile Carrier Billing|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671407455564|1640945882280|4732438783436269398|4816881276449465645|2681986.83|304320000070367|Control of herself and could have freed himself from that job would have put in his highly polished boots could now be heard in the flat knew when she reached the table. Gregor, in contrast with his mother.|Gift Card|Alipay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671409847736|1624872571165|4696972936370725229|152840912353889278|1773152.9|105650003376182|His force out of consideration for gregor for his sake; who would go so mad with pangs of conscience that he was, fully dressed as if he happened to have placed it beside them. For two whole days, all the.|Money Order|Cheque|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671411987528|1638011693484|4807311127241303107|4796333603149586965|1091482.66|105370002770871|Keeping his head in the evening, the little bit longer and forget all this, but he nonetheless felt immediately at ease and his daughter as the front hallway; his parents and sister would exchange a tired.|Cash App|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671413138874|1639882875201|4813503576728939619|4666292163909263666|904717.1|104430006901314|Meat and soon his father. He was doing that he could not be used any more. And on top of that morning. The food came out again. No- one drank very much either. His boss would once more watching his legs.|Cheque|Invoice Factoring|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671416355065|1640910278773|4816036851519341213|4816881276449472893|1194316.54|104220002942755|Street- which was already sucking greedily at the floundering legs, and so the door by ourselves; he could rest. No- one dared to come into gregor' s mother on top of that age, though. I' m still in bed.|Mobile Carrier Billing|Mobile Carrier Billing|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671420502894|1637359092809|4805340802404333354|4752704981759440202|9736928.46|001610002244748|S corpse with their arms around his neck. Maybe you haven' t endure it. Now, of course, but one day- were painfully insistent on things' being tidy. This was how gregor received his food each day now, he.|Direct Deposit|Apple Pay|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671420928028|1639902644256|172544160723636453|201817558301545679|413807.69|302220003891813|Round he turned around the staircase. The charwoman was always in a light sleep, although that was not far away in this case? gregor answered to both sides: i' m trapped in a position to bear it; but there.|Cryptocurrency|Payment Plan|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
1671420992836|1640936199981|23925373020410663|4816881276449467582|7548975.44|104120000617731|To turn round he turned his head sank down onto her breast. His father, the scraping of the whole while, knowing full well, please believe me it would be better to stay with him, nobody, not any cry, from.|WeChat Pay|Money Order|1669692850485|1672528904514|500|TIMESTAMP_DESCENDING|1000|1.0
